"","source","hour","mean"
"952","#PLOSONE","2016-03-18 10:00:00",0.538461538461538
"953","#PLOSONE","2016-03-18 11:00:00",0.411764705882353
"954","#PLOSONE","2016-03-18 12:00:00",0.388888888888889
"955","#PLOSONE","2016-03-18 13:00:00",0.538461538461538
"956","#PLOSONE","2016-03-18 14:00:00",0
"957","#PLOSONE","2016-03-18 15:00:00",0.4
"958","#PLOSONE","2016-03-18 16:00:00",0.117647058823529
"959","#PLOSONE","2016-03-18 17:00:00",0.285714285714286
"960","#PLOSONE","2016-03-18 18:00:00",0.285714285714286
"961","#PLOSONE","2016-03-18 19:00:00",0.0476190476190476
"962","#PLOSONE","2016-03-18 20:00:00",0.230769230769231
"963","#PLOSONE","2016-03-18 21:00:00",0.181818181818182
"964","#PLOSONE","2016-03-18 22:00:00",0.333333333333333
"965","#PLOSONE","2016-03-18 23:00:00",-1
"966","#PLOSONE","2016-03-19 00:00:00",0
"967","#PLOSONE","2016-03-19 01:00:00",0.2
"968","#PLOSONE","2016-03-19 02:00:00",-0.166666666666667
"969","#PLOSONE","2016-03-19 03:00:00",0.111111111111111
"970","#PLOSONE",NA,-0.75
"971","Shares","2016-01-06 12:00:00",0
"972","Shares","2016-03-02 08:00:00",0
"973","Shares","2016-03-02 09:00:00",1
"974","Shares","2016-03-02 10:00:00",0.142857142857143
"975","Shares","2016-03-02 11:00:00",0.2
"976","Shares","2016-03-02 12:00:00",0.333333333333333
"977","Shares","2016-03-02 13:00:00",-0.909090909090909
"978","Shares","2016-03-02 14:00:00",-0.604651162790698
"979","Shares","2016-03-02 15:00:00",-0.26
"980","Shares","2016-03-02 16:00:00",0
"981","Shares","2016-03-02 17:00:00",0.244444444444444
"982","Shares","2016-03-02 18:00:00",0.148148148148148
"983","Shares","2016-03-02 19:00:00",0.15
"984","Shares","2016-03-02 20:00:00",0.0909090909090909
"985","Shares","2016-03-02 21:00:00",0.0789473684210526
"986","Shares","2016-03-02 22:00:00",-0.0384615384615385
"987","Shares","2016-03-02 23:00:00",-0.142857142857143
"988","Shares","2016-03-03 00:00:00",0.666666666666667
"989","Shares","2016-03-03 01:00:00",0.833333333333333
"990","Shares","2016-03-03 02:00:00",-0.0909090909090909
"991","Shares","2016-03-03 03:00:00",-0.285714285714286
"992","Shares","2016-03-03 04:00:00",0.3
"993","Shares","2016-03-03 05:00:00",0
"994","Shares","2016-03-03 06:00:00",-0.647058823529412
"995","Shares","2016-03-03 07:00:00",-0.181818181818182
"996","Shares","2016-03-03 08:00:00",-0.12
"997","Shares","2016-03-03 09:00:00",0.116279069767442
"998","Shares","2016-03-03 10:00:00",0.169811320754717
"999","Shares","2016-03-03 11:00:00",-0.142857142857143
"1000","Shares","2016-03-03 12:00:00",0.0392156862745098
"1001","Shares","2016-03-03 13:00:00",0.0212765957446809
"1002","Shares","2016-03-03 14:00:00",0.0754716981132075
"1003","Shares","2016-03-03 15:00:00",0.230769230769231
"1004","Shares","2016-03-03 16:00:00",0.0454545454545455
"1005","Shares","2016-03-03 17:00:00",-0.0434782608695652
"1006","Shares","2016-03-03 18:00:00",-0.117647058823529
"1007","Shares","2016-03-03 19:00:00",0
"1008","Shares","2016-03-03 20:00:00",-0.0833333333333333
"1009","Shares","2016-03-03 21:00:00",-0.25
"1010","Shares","2016-03-03 22:00:00",-0.266666666666667
"1011","Shares","2016-03-03 23:00:00",0.121212121212121
"1012","Shares","2016-03-04 00:00:00",0.0416666666666667
"1013","Shares","2016-03-04 01:00:00",-0.285714285714286
"1014","Shares","2016-03-04 02:00:00",-0.117647058823529
"1015","Shares","2016-03-04 03:00:00",-0.25
"1016","Shares","2016-03-04 04:00:00",-0.4
"1017","Shares","2016-03-04 05:00:00",-0.555555555555556
"1018","Shares","2016-03-04 06:00:00",-0.5
"1019","Shares","2016-03-04 07:00:00",0.166666666666667
"1020","Shares","2016-03-04 08:00:00",-0.285714285714286
"1021","Shares","2016-03-04 09:00:00",-0.5
"1022","Shares","2016-03-04 10:00:00",-0.230769230769231
"1023","Shares","2016-03-04 11:00:00",-0.428571428571429
"1024","Shares","2016-03-04 12:00:00",-0.181818181818182
"1025","Shares","2016-03-04 13:00:00",-0.142857142857143
"1026","Shares","2016-03-04 14:00:00",-0.4
"1027","Shares","2016-03-04 15:00:00",-0.6
"1028","Shares","2016-03-04 17:00:00",-0.8
"1029","Shares","2016-03-04 18:00:00",-0.75
"1030","Shares","2016-03-04 19:00:00",0
"1031","Shares","2016-03-04 20:00:00",-1
"1032","Shares","2016-03-04 21:00:00",-1
"1033","Shares","2016-03-04 22:00:00",0.333333333333333
"1034","Shares","2016-03-04 23:00:00",-1
"1035","Shares","2016-03-05 00:00:00",0.2
"1036","Shares","2016-03-05 01:00:00",-0.333333333333333
"1037","Shares","2016-03-05 02:00:00",0.5
"1038","Shares","2016-03-05 04:00:00",0
"1039","Shares","2016-03-05 05:00:00",1
"1040","Shares","2016-03-05 06:00:00",0
"1041","Shares","2016-03-05 11:00:00",-0.25
"1042","Shares","2016-03-05 12:00:00",-3
"1043","Shares","2016-03-05 13:00:00",0
"1044","Shares","2016-03-05 14:00:00",-0.333333333333333
"1045","Shares","2016-03-05 19:00:00",-1
"1046","Shares","2016-03-05 21:00:00",-1
"1047","Shares","2016-03-05 23:00:00",-0.75
"1048","Shares","2016-03-06 00:00:00",0
"1049","Shares","2016-03-06 01:00:00",-1
"1050","Shares","2016-03-06 02:00:00",0
"1051","Shares","2016-03-06 04:00:00",0
"1052","Shares","2016-03-06 05:00:00",1
"1053","Shares","2016-03-06 07:00:00",0
"1054","Shares","2016-03-06 08:00:00",-0.5
"1055","Shares","2016-03-06 09:00:00",0
"1056","Shares","2016-03-06 10:00:00",-1
"1057","Shares","2016-03-06 11:00:00",-1
"1058","Shares","2016-03-06 17:00:00",-0.5
"1059","Shares","2016-03-06 20:00:00",-1
"1060","Shares","2016-03-06 23:00:00",-3
"1061","Shares","2016-03-07 00:00:00",0
"1062","Shares","2016-03-07 07:00:00",-1
"1063","Shares","2016-03-07 11:00:00",0
"1064","Shares","2016-03-07 14:00:00",0
"1065","Shares","2016-03-07 15:00:00",-0.666666666666667
"1066","Shares","2016-03-07 17:00:00",1
"1067","Shares","2016-03-07 20:00:00",0
"1068","Shares","2016-03-07 21:00:00",0
"1069","Shares","2016-03-08 02:00:00",-0.5
"1070","Shares","2016-03-08 10:00:00",-2
"1071","Shares","2016-03-08 11:00:00",0
"1072","Shares","2016-03-08 12:00:00",0
"1073","Shares","2016-03-08 13:00:00",-1
"1074","Shares","2016-03-08 14:00:00",-1
"1075","Shares","2016-03-08 15:00:00",-1
"1076","Shares","2016-03-08 18:00:00",-1
"1077","Shares","2016-03-08 21:00:00",-1
"1078","Shares","2016-03-09 10:00:00",-1
"1079","Shares","2016-03-09 15:00:00",-1
"1080","Shares","2016-03-09 18:00:00",-1
"1081","Shares","2016-03-09 19:00:00",0
"1082","Shares","2016-03-09 20:00:00",-1
"1083","Shares","2016-03-10 00:00:00",-2
"1084","Shares","2016-03-10 09:00:00",-1
"1085","Shares","2016-03-10 16:00:00",-1
